Rank,Word,Frequency,Dispersion
3269,medium,9523,0.92
3270,function,9570,0.91
3271,physically,9039,0.97
3272,grant,9372,0.93
3273,distinguish,9664,0.9
3274,shore,9191,0.95
3275,repeatedly,9059,0.96
3276,lung,9206,0.95
3277,firm,9036,0.97
3278,running,9271,0.94
3279,correct,8988,0.97
3280,distinct,9682,0.9
3281,artistic,9423,0.93
3282,discourse,10560,0.83
3283,basket,9316,0.94
3284,ah,9788,0.89
3285,fighting,9274,0.94
3286,impressive,9100,0.95
3287,competitor,9377,0.93
3288,ugly,9267,0.94
3289,worried,9215,0.94
3290,portray,9202,0.94
3291,powder,9639,0.9
3292,ghost,9564,0.91
3293,persuade,8998,0.96
3294,moderate,9220,0.94
3295,subsequent,9796,0.89
3296,continued,9402,0.92
3297,cookie,9480,0.91
3298,carrier,9251,0.94
3299,cooking,9403,0.92
3300,frequent,9267,0.93
3301,ban,9226,0.94
3302,swing,9214,0.94
3303,orange,9219,0.94
3304,awful,9300,0.93
3305,admire,9016,0.96
3306,pet,9118,0.95
3307,hay,8981,0.96
3308,exceed,9362,0.92
3309,rhythm,9010,0.96
3310,widespread,9319,0.93
3311,killing,9109,0.95
3312,lovely,9327,0.92
3313,sin,9048,0.95
3314,charity,9054,0.95
3315,script,8924,0.96
3316,tactic,8993,0.96
3317,identification,9793,0.88
3318,transformation,9561,0.9
3319,everyday,9065,0.95
3320,headline,9272,0.92
3321,crash,9101,0.94
3322,venture,9278,0.92
3323,invasion,9412,0.91
3324,military,9288,0.92
3325,nonetheless,9168,0.93
3326,adequate,9406,0.91
3327,piano,8968,0.95
3328,grocery,9017,0.95
3329,intensity,9238,0.92
3330,exhibit,9459,0.9
3331,high,8771,0.97
3332,blanket,9385,0.91
3333,margin,8994,0.95
3334,principal,9218,0.92
3335,quarterback,10014,0.85
3336,mouse,9449,0.9
3337,rope,9300,0.91
3338,concrete,8871,0.96
3339,prescription,9169,0.93
3340,African-American,9121,0.93
3341,chase,8980,0.95
3342,document,9274,0.91
3343,brick,9069,0.93
3344,recruit,9028,0.94
3345,patch,9155,0.93
3346,consensus,9250,0.92
3347,horror,8875,0.95
3348,recording,8866,0.95
3349,changing,9055,0.93
3350,painter,9153,0.92
3351,colonial,9628,0.88
3352,pie,9019,0.94
3353,sake,8954,0.94
3354,gaze,9852,0.86
3355,courage,8720,0.97
3356,pregnancy,8944,0.94
3357,swear,9181,0.92
3358,defeat,8945,0.94
3359,clue,8732,0.97
3360,reinforce,9345,0.9
3361,win,9584,0.88
3362,confusion,8751,0.96
3363,slice,9337,0.9
3364,occupation,9115,0.92
3365,dear,9151,0.92
3366,coal,8928,0.94
3367,sacred,9018,0.93
3368,criminal,8854,0.95
3369,formula,8965,0.94
3370,cognitive,10166,0.83
3371,collective,9384,0.9
3372,exact,8643,0.97
3373,uncle,9355,0.9
3374,square,8906,0.94
3375,captain,9087,0.92
3376,sigh,10099,0.83
3377,attribute,9228,0.91
3378,dare,9033,0.93
3379,okay,9499,0.88
3380,homeless,9149,0.92
3381,cool,8980,0.93
3382,gallery,8963,0.93
3383,soccer,9212,0.91
3384,defendant,9230,0.91
3385,tunnel,9024,0.93
3386,fitness,9261,0.9
3387,lap,9260,0.9
3388,grave,8868,0.94
3389,toe,9047,0.92
3390,container,8956,0.93
3391,virtue,9111,0.91
3392,abroad,8788,0.95
3393,architect,8969,0.93
3394,dramatically,8712,0.95
3395,makeup,8916,0.93
3396,inquiry,9136,0.91
3397,rose,8988,0.92
3398,surprisingly,8704,0.95
3399,highlight,9119,0.91
3400,decrease,9291,0.89
3401,indication,8715,0.95
3402,rail,8826,0.93
3403,anniversary,8676,0.95
3404,couch,9209,0.89
3405,alliance,8948,0.92
3406,hypothesis,9890,0.83
3407,boyfriend,8755,0.94
3408,compose,8866,0.93
3409,peer,9099,0.9
3410,mess,8745,0.94
3411,rank,8879,0.92
3412,legend,8660,0.95
3413,regulate,8856,0.93
3414,adolescent,10568,0.78
3415,shine,8984,0.91
3416,norm,9360,0.88
3417,upset,8570,0.96
3418,remark,8453,0.97
3419,resign,8867,0.92
3420,reward,8662,0.94
3421,gentle,8766,0.93
3422,related,9227,0.89
3423,organ,8596,0.95
3424,lightly,8893,0.92
3425,concerning,9329,0.87
3426,invent,8461,0.96
3427,laughter,9019,0.9
3428,fit,8550,0.95
3429,northwest,8650,0.94
3430,counseling,9303,0.88
3431,tight,8980,0.91
3432,receiver,8882,0.92
3433,ritual,8883,0.92
3434,insect,8814,0.92
3435,interrupt,8757,0.93
3436,salmon,8860,0.92
3437,favor,8403,0.97
3438,trading,8787,0.93
3439,concern,8702,0.93
3440,magic,8506,0.95
3441,superior,8632,0.94
3442,combat,8675,0.94
3443,stem,8963,0.9
3444,surgeon,8519,0.95
3445,acceptable,8723,0.93
3446,physics,9184,0.88
3447,rape,8790,0.92
3448,counsel,9387,0.86
3449,brush,8821,0.92
3450,jeans,8851,0.91
3451,hunt,8812,0.92
3452,continuous,8996,0.9
3453,log,8606,0.94
3454,echo,8477,0.95
3455,pill,8537,0.94
3456,excited,8491,0.95
3457,sculpture,8659,0.93
3458,compound,8573,0.94
3459,integrate,9060,0.89
3460,flour,9103,0.88
3461,bitter,8353,0.96
3462,bare,8943,0.9
3463,slope,8573,0.94
3464,rent,8446,0.95
3465,presidency,8814,0.91
3466,serving,9453,0.85
3467,subtle,8442,0.95
3468,greatly,8648,0.93
3469,bishop,8639,0.93
3470,drinking,8446,0.95
3471,delay,8333,0.96
3472,cry,8648,0.93
3473,acceptance,8870,0.9
3474,collapse,8397,0.95
3475,shop,8509,0.94
3476,pump,8617,0.93
3477,candy,8633,0.93
3478,evil,8391,0.95
3479,final,8964,0.89
3480,finance,8571,0.93
3481,pleased,8502,0.94
3482,medal,8991,0.89
3483,beg,8542,0.93
3484,sponsor,8542,0.93
3485,ethical,9018,0.88
3486,secondary,9121,0.87
3487,slam,9076,0.88
3488,export,9013,0.88
3489,experimental,9019,0.88
3490,melt,8533,0.93
3491,midnight,8440,0.94
3492,net,8563,0.93
3493,curve,8397,0.95
3494,integrity,8463,0.94
3495,entitle,8381,0.95
3496,evident,8753,0.91
3497,logic,8646,0.92
3498,essence,8388,0.94
3499,park,8650,0.92
3500,exclude,8780,0.9
3501,harsh,8092,0.98
3502,closet,8597,0.92
3503,suburban,8463,0.93
3504,greet,8367,0.94
3505,favor,8357,0.94
3506,interior,8370,0.94
3507,corridor,8842,0.89
3508,murder,8462,0.93
3509,retail,8600,0.92
3510,pitcher,8835,0.89
3511,march,8267,0.95
3512,snake,8523,0.92
3513,pitch,8628,0.91
3514,excuse,8722,0.9
3515,cross,8207,0.96
3516,weakness,8275,0.95
3517,pig,8307,0.95
3518,cold,8527,0.92
3519,classical,8475,0.93
3520,estimated,8464,0.93
3521,T-shirt,8386,0.94
3522,online,8729,0.9
3523,unemployment,8471,0.93
3524,civilization,8447,0.93
3525,fold,8630,0.91
3526,patient,8504,0.92
3527,pop,8316,0.94
3528,daily,8405,0.93
3529,reverse,8154,0.96
3530,missing,8232,0.95
3531,correlation,9584,0.82
3532,humanity,8259,0.95
3533,flash,8815,0.89
3534,developer,8671,0.9
3535,reliable,8302,0.94
3536,excitement,8160,0.96
3537,beef,8416,0.93
3538,Islam,8755,0.89
3539,Roman,8299,0.94
3540,stretch,8285,0.94
3541,architecture,8449,0.92
3542,occasional,8162,0.95
3543,administrative,8895,0.88
3544,elbow,8536,0.91
3545,deadly,8196,0.95
3546,Muslim,8498,0.91
3547,Hispanic,8690,0.89
3548,allegation,8675,0.89
3549,tip,8300,0.93
3550,confuse,8045,0.96
3551,airplane,8254,0.94
3552,monthly,8335,0.93
3553,duck,8335,0.93
3554,dose,8291,0.93
3555,Korean,8441,0.92
3556,plead,8140,0.95
3557,initiate,8630,0.9
3558,lecture,8278,0.93
3559,van,8364,0.92
3560,sixth,8170,0.95
3561,bay,8209,0.94
3562,mainstream,8170,0.94
3563,suburb,8249,0.93
3564,sandwich,8298,0.93
3565,unlike,8103,0.95
3566,trunk,8400,0.92
3567,rumor,8023,0.96
3568,implementation,9293,0.83
3569,swallow,8583,0.9
3570,motivate,8324,0.92
3571,render,8288,0.93
3572,longtime,8439,0.91
3573,trap,8030,0.96
3574,restrict,8340,0.92
3575,cloth,8287,0.93
3576,seemingly,8010,0.96
3577,legislative,8384,0.91
3578,effectiveness,8889,0.86
3579,enforce,8162,0.94
3580,lens,8313,0.92
3581,reach,7982,0.96
3582,inspector,8652,0.88
3583,lend,7961,0.96
3584,plain,8015,0.95
3585,fraud,8176,0.93
3586,companion,8136,0.94
3587,contend,8249,0.93
3588,nail,8255,0.92
3589,array,8167,0.93
3590,strict,8013,0.95
3591,assemble,7996,0.95
3592,frankly,8620,0.88
3593,rat,8177,0.93
3594,burst,8393,0.91
3595,hallway,8717,0.87
3596,cave,8261,0.92
3597,inevitable,7889,0.96
3598,southwest,8190,0.93
3599,monster,8164,0.93
3600,speed,7936,0.96
3601,protest,7871,0.96
3602,unexpected,7829,0.97
3603,obstacle,8075,0.94
3604,facilitate,8946,0.85
3605,encounter,8073,0.94
3606,rip,8164,0.93
3607,herb,8279,0.91
3608,overwhelming,7831,0.97
3609,integration,8847,0.85
3610,crystal,8035,0.94
3611,recession,8809,0.86
3612,wish,7789,0.97
3613,top,8162,0.92
3614,written,8371,0.9
3615,motive,8029,0.94
3616,label,7969,0.95
3617,flood,7986,0.94
3618,pen,8117,0.93
3619,ownership,8177,0.92
3620,nightmare,7895,0.95
3621,notice,7762,0.97
3622,inspection,8128,0.93
3623,supervisor,8049,0.93
3624,consult,7778,0.96
3625,arena,8008,0.94
3626,laugh,8164,0.92
3627,diagnosis,8454,0.89
3628,possession,7828,0.96
3629,forgive,8003,0.93
3630,warm,7973,0.94
3631,consistently,8104,0.92
3632,basement,7988,0.94
3633,project,7871,0.95
3634,drift,8311,0.9
3635,drain,8123,0.92
3636,last,8415,0.89
3637,prosecution,8941,0.83
3638,maximum,8075,0.92
3639,announcement,7863,0.95
3640,warrior,7975,0.93
3641,prediction,7996,0.93
3642,bacteria,8256,0.9
3643,questionnaire,9123,0.82
3644,mud,8026,0.93
3645,infrastructure,7961,0.93
3646,hurry,8723,0.85
3647,privilege,7923,0.94
3648,temple,7949,0.94
3649,medium,8586,0.87
3650,outdoor,8101,0.92
3651,suck,8204,0.91
3652,and/or,8481,0.88
3653,broadcast,8130,0.91
3654,re,15773,0.47
3655,leap,8376,0.89
3656,random,7818,0.95
3657,past,7921,0.94
3658,wrist,8250,0.9
3659,curtain,8204,0.9
3660,monitor,7879,0.94
3661,pond,7971,0.93
3662,domain,8641,0.86
3663,guilt,7746,0.96
3664,cattle,7827,0.95
3665,subject,8087,0.91
3666,walking,7847,0.94
3667,playoff,8803,0.84
3668,minimum,8011,0.92
3669,fiscal,8005,0.92
3670,skirt,8167,0.9
3671,dump,7689,0.96
3672,hence,8468,0.87
3673,database,8094,0.91
3674,uncomfortable,7667,0.96
3675,aim,7973,0.92
3676,execute,7671,0.96
3677,limb,8018,0.92
3678,ideology,8485,0.87
3679,average,8106,0.91
3680,welcome,7798,0.94
3681,tune,7934,0.92
3682,continuing,7845,0.94
3683,harm,7619,0.96
3684,railroad,7796,0.94
3685,endure,7586,0.97
3686,radiation,7912,0.93
3687,horn,7813,0.94
3688,chronic,8036,0.91
3689,peaceful,7704,0.95
3690,innovation,8099,0.9
3691,strain,7713,0.95
3692,guitar,7712,0.95
3693,replacement,7734,0.94
3694,behave,7546,0.97
3695,administer,8135,0.9
3696,simultaneously,7960,0.92
3697,dancer,7664,0.95
3698,amendment,8132,0.9
3699,guard,7659,0.95
3700,pad,7846,0.93
3701,transmission,7829,0.93
3702,await,7550,0.96
3703,retired,7869,0.92
3704,trigger,7630,0.95
3705,spill,7798,0.93
3706,grateful,7597,0.96
3707,grace,7634,0.95
3708,virtual,7776,0.93
3709,response,7868,0.92
3710,colony,7822,0.93
3711,adoption,7986,0.91
3712,slide,7780,0.93
3713,indigenous,8785,0.83
3714,closed,7500,0.97
3715,convict,7940,0.91
3716,civilian,7889,0.92
3717,towel,7978,0.91
3718,modify,8997,0.8
3719,particle,7925,0.91
3720,award,7666,0.94
3721,glance,8122,0.89
3722,prize,7519,0.96
3723,landing,7646,0.94
3724,conduct,7821,0.92
3725,blue,7671,0.94
3726,boost,7863,0.92
3727,bat,7694,0.94
3728,alarm,7631,0.94
3729,festival,7775,0.92
3730,grip,7724,0.93
3731,weird,7709,0.93
3732,undermine,7762,0.92
3733,freshman,7849,0.91
3734,sweat,8036,0.89
3735,outer,7618,0.94
3736,European,7688,0.93
3737,drunk,7890,0.91
3738,survey,7556,0.95
3739,research,7618,0.94
3740,separation,7760,0.92
3741,traditionally,7717,0.93
3742,stuff,7687,0.93
3743,govern,7668,0.93
3744,southeast,7589,0.94
3745,intelligent,7373,0.97
3746,wherever,7382,0.97
3747,ballot,9217,0.77
3748,rhetoric,7765,0.92
3749,convinced,7389,0.97
3750,driving,7438,0.96
3751,vitamin,8245,0.86
3752,enthusiasm,7368,0.97
3753,accommodate,7571,0.94
3754,praise,7379,0.96
3755,injure,7574,0.94
3756,wilderness,7916,0.9
3757,nearby,7545,0.94
3758,endless,7458,0.95
3759,mandate,7704,0.92
3760,pause,8140,0.87
3761,excuse,7388,0.96
3762,respectively,8223,0.86
3763,uncertainty,7671,0.92
3764,chaos,7304,0.97
3765,short,7495,0.95
3766,mechanical,7835,0.9
3767,canvas,7795,0.91
3768,forty,7692,0.92
3769,matter,7396,0.96
3770,lobby,7556,0.94
3771,profound,7477,0.95
3772,format,7910,0.9
3773,trait,7980,0.89
3774,currency,7753,0.91
3775,turkey,7757,0.91
3776,reserve,7585,0.93
3777,beam,7625,0.93
3778,abuse,7554,0.94
3779,astronomer,8157,0.87
3780,corruption,7518,0.94
3781,contractor,7634,0.92
3782,apologize,7485,0.94
3783,doctrine,8081,0.87
3784,genuine,7336,0.96
3785,thumb,7659,0.92
3786,unity,7810,0.9
3787,compromise,7469,0.94
3788,horrible,7538,0.93
3789,behavioral,8320,0.85
3790,exclusive,7402,0.95
3791,scatter,7461,0.94
3792,commonly,7861,0.89
3793,convey,7529,0.93
3794,rush,7458,0.94
3795,twist,7875,0.89
3796,complexity,7813,0.9
3797,fork,7742,0.91
3798,disk,7898,0.89
3799,relieve,7352,0.95
3800,suspicion,7187,0.97
3801,lock,7605,0.92
3802,finish,7585,0.92
3803,residence,7332,0.95
3804,shame,7347,0.95
3805,meaningful,7719,0.9
3806,sidewalk,7668,0.91
3807,Olympics,8039,0.87
3808,technological,7780,0.9
3809,signature,7349,0.95
3810,pleasant,7425,0.94
3811,wow,8016,0.87
3812,suspend,7228,0.96
3813,rebel,7525,0.92
3814,frozen,7474,0.93
3815,desire,7454,0.93
3816,spouse,7510,0.93
3817,fluid,7464,0.93
3818,pension,7660,0.91
3819,resume,7243,0.96
3820,theoretical,8320,0.83
3821,sodium,7998,0.87
3822,blow,7324,0.95
3823,promotion,7416,0.94
3824,delicate,7332,0.95
3825,forehead,8123,0.85
3826,rebuild,7474,0.93
3827,bounce,7451,0.93
3828,electrical,7347,0.94
3829,hook,7382,0.94
3830,detective,7441,0.93
3831,traveler,7336,0.94
3832,click,7549,0.92
3833,compensation,7512,0.92
3834,signal,7171,0.97
3835,exit,7333,0.94
3836,attraction,7280,0.95
3837,dedicate,7226,0.96
3838,altogether,7147,0.97
3839,pickup,7415,0.93
3840,carve,7294,0.95
3841,needle,7378,0.94
3842,belly,7784,0.89
3843,ship,7264,0.95
3844,scare,7367,0.94
3845,portfolio,7663,0.9
3846,shuttle,7593,0.91
3847,invisible,7355,0.94
3848,timing,7345,0.94
3849,engagement,7675,0.9
3850,ankle,7397,0.93
3851,transaction,7418,0.93
3852,rescue,7187,0.96
3853,counterpart,7484,0.92
3854,historically,7426,0.92
3855,firmly,7189,0.95
3856,mild,7211,0.95
3857,rider,7450,0.92
3858,doll,7351,0.93
3859,noon,7425,0.92
3860,exhibit,7326,0.93
3861,amid,7264,0.94
3862,identical,7247,0.94
3863,precise,7211,0.95
3864,anxious,7096,0.96
3865,structural,7870,0.87
3866,residential,7415,0.92
3867,loud,7541,0.9
3868,diagnose,7255,0.94
3869,carbohydrate,8057,0.85
3870,liberty,7442,0.91
3871,poster,7069,0.96
3872,theology,7866,0.86
3873,nonprofit,7482,0.91
3874,crawl,7596,0.9
3875,oxygen,7191,0.94
3876,handsome,7512,0.9
3877,magic,7415,0.92
3878,sum,7217,0.94
3879,provided,7431,0.91
3880,businessman,7190,0.94
3881,promising,7075,0.96
3882,conscious,7152,0.95
3883,determination,7170,0.94
3884,donor,7231,0.94
3885,hers,7770,0.87
3886,pastor,7260,0.93
3887,jazz,7220,0.94
3888,opera,7332,0.92
3889,Japanese,7419,0.91
3890,bite,7160,0.94
3891,frame,7063,0.95
3892,evil,7045,0.96
3893,acquisition,7338,0.92
3894,pit,7132,0.94
3895,hug,7478,0.9
3896,wildlife,7361,0.91
3897,punish,6955,0.97
3898,giant,7102,0.95
3899,primary,7823,0.86
3900,equity,7277,0.92
3901,wrong,7038,0.95
3902,doorway,7914,0.85
3903,departure,7008,0.96
3904,elevator,7535,0.89
3905,teenage,7030,0.95
3906,guidance,7399,0.91
3907,happiness,7036,0.95
3908,statue,7058,0.95
3909,pursuit,7070,0.95
3910,repair,7088,0.95
3911,decent,6954,0.96
3912,gym,7229,0.93
3913,oral,7448,0.9
3914,clerk,7234,0.93
3915,Israeli,7673,0.87
3916,envelope,7241,0.92
3917,reporting,7184,0.93
3918,destination,7039,0.95
3919,fist,7729,0.86
3920,endorse,7167,0.93
3921,exploration,7294,0.92
3922,generous,6907,0.97
3923,bath,7149,0.93
3924,rescue,7094,0.94
3925,thereby,7588,0.88
3926,overall,7225,0.92
3927,indicator,7574,0.88
3928,sunlight,7349,0.91
3929,feedback,7735,0.86
3930,spectrum,7216,0.92
3931,purple,7216,0.92
3932,laser,7197,0.93
3933,bold,6936,0.96
3934,reluctant,6842,0.97
3935,starting,7118,0.93
3936,expertise,7219,0.92
3937,practically,6914,0.96
3938,program,7015,0.95
3939,picture,7103,0.93
3940,tune,6887,0.96
3941,eating,7067,0.94
3942,age,7005,0.95
3943,volunteer,6864,0.97
3944,hint,6951,0.95
3945,sharply,6966,0.95
3946,parade,7010,0.95
3947,advocate,7198,0.92
3948,realm,7261,0.91
3949,ban,7070,0.94
3950,strip,6894,0.96
3951,cancel,6932,0.95
3952,blend,7238,0.91
3953,therapist,7170,0.92
3954,slice,7316,0.9
3955,peel,7182,0.92
3956,pizza,7130,0.93
3957,recipient,7126,0.93
3958,hesitate,7462,0.88
3959,flip,7274,0.91
3960,accounting,7319,0.9
3961,debate,6952,0.95
3962,bias,7388,0.89
3963,huh,7563,0.87
3964,metaphor,7461,0.88
3965,candle,7204,0.91
3966,handle,7101,0.93
3967,worry,6811,0.96
3968,judicial,7213,0.91
3969,entity,7276,0.9
3970,suffering,6955,0.94
3971,full-time,6945,0.94
3972,feel,6939,0.95
3973,lamp,7290,0.9
3974,garbage,6933,0.95
3975,servant,7064,0.93
3976,addition,7027,0.93
3977,regulatory,7274,0.9
3978,diplomatic,7193,0.91
3979,elegant,6974,0.94
3980,inside,6955,0.94
3981,reception,6896,0.95
3982,vanish,7154,0.91
3983,automatically,6823,0.96
3984,chin,7585,0.86
3985,trail,7049,0.93
3986,necessity,7071,0.92
3987,confess,6815,0.96
3988,racism,7026,0.93
3989,starter,7487,0.87
3990,interior,6931,0.94
3991,banking,7120,0.92
3992,casual,6946,0.94
3993,gravity,7000,0.93
3994,enroll,7053,0.92
3995,diminish,6875,0.95
3996,prevention,7352,0.88
3997,Arab,7222,0.9
3998,value,7000,0.93
3999,minimize,7139,0.91
4000,chop,7452,0.87
4001,performer,6896,0.94
4002,intent,6879,0.94
4003,isolate,6920,0.94
4004,pump,6765,0.96
4005,inventory,7090,0.92
4006,productive,7006,0.93
4007,assembly,6914,0.94
4008,civic,7088,0.91
4009,silk,7128,0.91
4010,magnitude,7115,0.91
4011,steep,6972,0.93
4012,hostage,8605,0.75
4013,collector,6976,0.93
4014,popularity,6836,0.95
4015,kiss,7195,0.9
4016,alien,7134,0.9
4017,dynamic,7175,0.9
4018,scary,6865,0.94
4019,equation,7372,0.87
4020,angel,6978,0.92
4021,switch,6781,0.95
4022,offering,6856,0.94
4023,rage,6877,0.94
4024,photography,7087,0.91
4025,repair,6730,0.96
4026,toilet,6939,0.93
4027,disappointed,6724,0.96
4028,precious,6716,0.96
4029,prohibit,6896,0.93
4030,representative,7008,0.92
4031,content,7113,0.9
4032,realistic,6786,0.95
4033,Russian,6891,0.93
4034,hidden,6787,0.95
4035,command,6688,0.96
4036,tender,7013,0.92
4037,wake,6630,0.97
4038,gathering,6671,0.96
4039,outstanding,6803,0.94
4040,stumble,7076,0.91
4041,lonely,6868,0.94
4042,automobile,6829,0.94
4043,artificial,6730,0.95
4044,dawn,6929,0.93
4045,abstract,7165,0.9
4046,descend,6896,0.93
4047,silly,6857,0.93
4048,hook,6800,0.94
4049,tide,6698,0.96
4050,shared,7069,0.91
4051,hopefully,6986,0.92
4052,readily,6964,0.92
4053,cooperate,6763,0.95
4054,revolutionary,6886,0.93
4055,romance,6705,0.95
4056,hardware,6951,0.92
4057,pillow,7122,0.9
4058,kit,6912,0.92
4059,cook,6866,0.93
4060,spread,6686,0.95
4061,continent,6730,0.95
4062,seal,6660,0.96
4063,circuit,6747,0.94
4064,sink,7052,0.9
4065,ruling,6947,0.92
4066,shortage,6776,0.94
4067,annually,6928,0.92
4068,lately,6696,0.95
4069,trap,6694,0.95
4070,scan,6879,0.92
4071,fool,6990,0.91
4072,deadline,6932,0.91
4073,rear,6910,0.92
4074,processing,7220,0.88
4075,ranch,6759,0.94
4076,coastal,6880,0.92
4077,undertake,7044,0.9
4078,softly,7487,0.84
4079,reserve,6636,0.95
4080,burning,6665,0.95
4081,verbal,7227,0.87
4082,tribal,6995,0.9
4083,ridiculous,6695,0.94
4084,automatic,6580,0.96
4085,diamond,6743,0.93
4086,credibility,6742,0.93
4087,import,6944,0.91
4088,sexually,6806,0.93
4089,spring,6689,0.94
4090,way,6604,0.95
4091,divine,7059,0.89
4092,sentiment,6658,0.95
4093,cart,6822,0.92
4094,oversee,6773,0.93
4095,stem,6712,0.94
4096,elder,6808,0.92
4097,pro,6867,0.91
4098,inspiration,6584,0.95
4099,Dutch,6690,0.94
4100,quantity,6833,0.92
4101,trailer,6713,0.93
4102,mate,6693,0.94
4103,o'clock,6972,0.97
4104,Greek,6642,0.94
4105,genius,6509,0.96
4106,monument,6680,0.94
4107,bid,6954,0.9
4108,quest,6613,0.95
4109,sacrifice,6591,0.95
4110,invitation,6460,0.97
4111,accuracy,6942,0.9
4112,juror,7497,0.83
4113,officially,6462,0.97
4114,broker,6929,0.9
4115,treasure,6648,0.94
4116,loyalty,6604,0.94
4117,credit,6611,0.94
4118,shock,6492,0.96
4119,talented,6584,0.95
4120,gasoline,6696,0.93
4121,stiff,6697,0.93
4122,output,7041,0.88
4123,nominee,7138,0.87
4124,extended,6641,0.94
4125,please,6565,0.95
4126,diabetes,7073,0.88
4127,slap,7015,0.89
4128,toxic,6672,0.93
4129,alleged,6658,0.93
4130,jaw,6922,0.9
4131,grief,6591,0.94
4132,mysterious,6484,0.96
4133,rocket,6722,0.92
4134,donate,6606,0.94
4135,inmate,6718,0.92
4136,tackle,6644,0.93
4137,dynamics,7084,0.87
4138,bow,6800,0.91
4139,ours,6422,0.96
4140,senior,6768,0.91
4141,dignity,6585,0.94
4142,carpet,6658,0.93
4143,parental,7251,0.85
4144,bubble,6570,0.94
4145,heat,6650,0.93
4146,buddy,6554,0.94
4147,barn,6785,0.91
4148,sword,7029,0.88
4149,flash,6741,0.91
4150,seventh,6517,0.95
4151,glory,6443,0.96
4152,tightly,6643,0.93
4153,protective,6503,0.95
4154,tuck,6847,0.9
4155,drum,6423,0.96
4156,faint,6886,0.89
4157,post,6558,0.94
4158,queen,6606,0.93
4159,dilemma,6703,0.92
4160,input,7004,0.88
4161,specialize,6538,0.94
4162,northeast,6500,0.94
4163,shallow,6512,0.94
4164,liability,6775,0.9
4165,sail,6525,0.94
4166,merchant,6474,0.94
4167,stadium,6977,0.88
4168,improved,6720,0.91
4169,bloody,6513,0.94
4170,defeat,6380,0.96
4171,associated,6754,0.9
4172,withdrawal,6624,0.92
4173,refrigerator,6497,0.94
4174,nest,6541,0.93
4175,near,6296,0.97
4176,thoroughly,6384,0.96
4177,lane,6540,0.93
4178,ancestor,6529,0.93
4179,condemn,6418,0.95
4180,steam,6426,0.95
4181,accent,6486,0.94
4182,escape,6358,0.96
4183,optimistic,6412,0.95
4184,unite,6391,0.95
4185,cage,6621,0.92
4186,equip,6436,0.94
4187,shrimp,6631,0.91
4188,homeland,6726,0.9
4189,exchange,6394,0.95
4190,rack,6677,0.91
4191,costume,6349,0.95
4192,wolf,6718,0.9
4193,courtroom,6772,0.89
4194,statute,6838,0.88
4195,cartoon,6403,0.94
4196,besides,6198,0.97
4197,productivity,6651,0.91
4198,grin,7242,0.83
4199,symbolic,6755,0.89
4200,seal,6543,0.92
4201,bug,6541,0.92
4202,bless,6293,0.96
4203,aunt,6662,0.9
4204,agriculture,6621,0.91
4205,rock,6473,0.93
4206,hostile,6319,0.95
4207,root,6276,0.96
4208,conceive,6486,0.93
4209,combined,6495,0.93
4210,instantly,6476,0.93
4211,bankruptcy,6690,0.9
4212,vaccine,6761,0.89
4213,bonus,6531,0.92
4214,collaboration,6889,0.87
4215,mixed,6327,0.95
4216,opposed,6418,0.93
4217,orbit,6490,0.92
4218,grasp,6357,0.94
4219,patience,6532,0.92
4220,spite,6339,0.94
4221,tropical,6473,0.92
4222,voting,6621,0.9
4223,patrol,6382,0.94
4224,willingness,6461,0.92
4225,position,6288,0.95
4226,revelation,6297,0.95
4227,rent,6360,0.94
4228,calm,6484,0.92
4229,jewelry,6338,0.94
4230,Cuban,6601,0.9
4231,haul,6401,0.93
4232,concede,6303,0.95
4233,trace,6345,0.94
4234,wagon,6577,0.91
4235,afterward,6353,0.94
4236,spectacular,6276,0.95
4237,ruin,6267,0.95
4238,sheer,6209,0.96
4239,prior,6720,0.88
4240,immune,6492,0.91
4241,reliability,7053,0.84
4242,ass,6911,0.86
4243,alongside,6166,0.96
4244,bush,6307,0.94
4245,exotic,6185,0.96
4246,fascinating,6231,0.95
4247,secure,6138,0.96
4248,clip,6660,0.89
4249,thigh,6576,0.9
4250,bull,6346,0.93
4251,drawer,6665,0.89
4252,regard,6665,0.89
4253,sheep,6320,0.94
4254,discourage,6177,0.96
4255,coordinator,6478,0.91
4256,ideological,6793,0.87
4257,runner,6333,0.93
4258,secular,6560,0.9
4259,intimate,6143,0.96
4260,empire,6268,0.94
4261,cab,6561,0.9
4262,divorce,6086,0.97
4263,exam,6176,0.95
4264,documentary,6321,0.93
4265,neutral,6331,0.93
4266,biology,6334,0.93
4267,flexible,6312,0.93
4268,progressive,6387,0.92
4269,web,6411,0.92
4270,conspiracy,6261,0.94
4271,catch,6377,0.92
4272,casualty,6439,0.91
4273,republic,7519,0.78
4274,execution,6278,0.93
4275,terrific,6356,0.92
4276,whale,6928,0.84
4277,functional,6736,0.87
4278,star,6328,0.92
4279,draft,6234,0.94
4280,instinct,6076,0.96
4281,teammate,6572,0.89
4282,aluminum,6468,0.9
4283,whoever,6250,0.93
4284,ministry,6250,0.93
4285,verdict,6529,0.89
4286,instruct,6117,0.95
4287,skull,6313,0.92
4288,self-esteem,6727,0.86
4289,ease,6103,0.95
4290,cooperative,6671,0.87
4291,manipulate,6159,0.94
4292,bee,6342,0.92
4293,practitioner,6670,0.87
4294,loop,6175,0.94
